id,name,status,description,originalPrice,price,shippingPayerName,itemCategoryNameLevel0,itemCategoryNameLevel1,itemCategoryNameLevel2,photoLarge1,photoThumbnail1,photoLarge2,photoThumbnail2,brandName,itemSizeName,itemConditionName,categoryTitle,categoryId
m58563157562,LG Dual Screen for LG V60,trading,"LG Dual Screen for LG V60 - New, never used",10000,7600,Buyer,Electronics,Cell phones & accessories,Cell phone accessories,https://u-mercari-images.mercdn.net/photos/m58563157562_1.jpg?1668739313,https://u-mercari-images.mercdn.net/photos/m58563157562_1.jpg?1668739313&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m58563157562_2.jpg?1668739313000,https://u-mercari-images.mercdn.net/photos/m58563157562_2.jpg?1668739313000&w=200&h=200&fitcrop&sharpen,LG,,New,Cell Phone Accessories,779
m55505268568,Clutch wallet,trading,"Red/green plaid clutch type wallet. Zipper section on the back with keychain, notebook, and cash and coin sections. Front has checkbook, credit card slots, and clear ID slot. Great condition, I never used it. Some very slight wear from being in a purse.",1000,700,Seller,Women,Women's accessories,Wallets,https://u-mercari-images.mercdn.net/photos/m55505268568_1.jpg?1641929900,https://u-mercari-images.mercdn.net/photos/m55505268568_1.jpg?1641929900&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m55505268568_2.jpg?1641929900000,https://u-mercari-images.mercdn.net/photos/m55505268568_2.jpg?1641929900000&w=200&h=200&fitcrop&sharpen,,,Like new,Wallets for Women,262
m17563903607,Legacy White Ranger Mini Helmet autographed,trading,Never opened. Box autographed by Jason David Frank at a comic book store signing. Make an offer if you’d like,17500,15700,Buyer,Toys & Collectibles,Other,,https://u-mercari-images.mercdn.net/photos/m17563903607_1.jpg?1643392043,https://u-mercari-images.mercdn.net/photos/m17563903607_1.jpg?1643392043&w=200&h=200&fitcrop&sharpen,,,Bandai,,New,Other Items in Toys & Collectibles,1851
m92155715227,Animated Pop Culture Series Shrek 2 Bank By Gemmy Industries,trading,Setting as used condition only due to box  Shrek has never been taken out of the packaging but the box has seen better days. Please see all pictures for box condition. Shrek is in pristine condition.,11000,7500,Buyer,Home,Seasonal decor,Halloween,https://u-mercari-images.mercdn.net/photos/m92155715227_1.jpg?1668956775,https://u-mercari-images.mercdn.net/photos/m92155715227_1.jpg?1668956775&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m92155715227_2.jpg?1668956775000,https://u-mercari-images.mercdn.net/photos/m92155715227_2.jpg?1668956775000&w=200&h=200&fitcrop&sharpen,Spirit Halloween,,Good,Halloween Seasonal Decor,648
m46446941649,J5 Create USB C To HDMI Cable,trading,“New” j5create USB-C to 4 HDMI Cable,1800,900,Buyer,Electronics,Computers & Laptops,,https://u-mercari-images.mercdn.net/photos/m46446941649_1.jpg?1635899085,https://u-mercari-images.mercdn.net/photos/m46446941649_1.jpg?1635899085&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m46446941649_2.jpg?1635899085000,https://u-mercari-images.mercdn.net/photos/m46446941649_2.jpg?1635899085000&w=200&h=200&fitcrop&sharpen,,,New,Computers & Laptops,81
m23641805072,Hypervolt massage gun,trading,A friend gave this to me as a gift. You can but this for 299 on Amazon. Brand new without opening. It makes a perfect gift for people!,12900,12900,Buyer,Sports & outdoors,Exercise,Fitness accessories,https://u-mercari-images.mercdn.net/photos/m23641805072_1.jpg?1668874676,https://u-mercari-images.mercdn.net/photos/m23641805072_1.jpg?1668874676&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m23641805072_2.jpg?1668874676000,https://u-mercari-images.mercdn.net/photos/m23641805072_2.jpg?1668874676000&w=200&h=200&fitcrop&sharpen,,,New,Fitness Accessories,714
m15137222291,Pat's Jacket,trading,To Miscellaneous for her son,4000,4000,Buyer,Sports & outdoors,Fan shop,NCAA,https://u-mercari-images.mercdn.net/photos/m15137222291_1.jpg?1668961009,https://u-mercari-images.mercdn.net/photos/m15137222291_1.jpg?1668961009&w=200&h=200&fitcrop&sharpen,,,Chalk Line,,Fair,NCAA Fan Shop,756
m55861385213,NVGTN grey pro shorts,trading,Size small  Selling for half the price compared to online  Worn about 4-5x still in great condition  ALPHALETE TAGGGED FOR ENGAGEMENT,1500,1500,Buyer,Women,Athletic apparel,Athletic Leggings,https://u-mercari-images.mercdn.net/photos/m55861385213_1.jpg?1668957662,https://u-mercari-images.mercdn.net/photos/m55861385213_1.jpg?1668957662&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m55861385213_2.jpg?1668957662000,https://u-mercari-images.mercdn.net/photos/m55861385213_2.jpg?1668957662000&w=200&h=200&fitcrop&sharpen,NVGTN,S (4-6),Like new,Athletic Leggings,1968
m14729813619,UNDER ARMOUR ATHLETE RECOVERY BEDDING KING SHEET SET MISSISSIPPI BLUE 1352889 41,trading,UNDER ARMOUR ATHLETE RECOVERY BEDDING KING SHEET SET MISSISSIPPI BLUE 1352889 416  NEW IN BOX. 003,12000,12000,Buyer,Home,Bedding,Bed Sheets,https://u-mercari-images.mercdn.net/photos/m14729813619_1.jpg?1637335293,https://u-mercari-images.mercdn.net/photos/m14729813619_1.jpg?1637335293&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m14729813619_2.jpg?1637335293000,https://u-mercari-images.mercdn.net/photos/m14729813619_2.jpg?1637335293000&w=200&h=200&fitcrop&sharpen,Under Armour,,New,Bed Sheets,2081
m94630721663,Mens Nike AirMax Long Jacket,trading,Good condition mens size small black Nike AirMax long coat/parka. All buttons and zippers working. Worn about a dozen times. Smoke and pet free home.,7500,4500,Buyer,Men,Coats & jackets,,https://u-mercari-images.mercdn.net/photos/m94630721663_1.jpg?1666619194,https://u-mercari-images.mercdn.net/photos/m94630721663_1.jpg?1666619194&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m94630721663_2.jpg?1666619194000,https://u-mercari-images.mercdn.net/photos/m94630721663_2.jpg?1666619194000&w=200&h=200&fitcrop&sharpen,Nike,S (34-36),Good,Coats & Jackets for Men,33
m91987537323,polo tracksuit,trading,Ralph Lauren polo tracksuit top and bottom size medium,11200,10100,Buyer,Men,Sweats & hoodies,Sweatsuits,https://u-mercari-images.mercdn.net/photos/m91987537323_1.jpg?1668391019,https://u-mercari-images.mercdn.net/photos/m91987537323_1.jpg?1668391019&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m91987537323_2.jpg?1668391019000,https://u-mercari-images.mercdn.net/photos/m91987537323_2.jpg?1668391019000&w=200&h=200&fitcrop&sharpen,Polo Ralph Lauren,M (38-40),New,Track & Sweat Suits for Men,309
m62025907659,Nike Dunk Low Michigan,trading,Nike dunk low Michigan  Size 12 Men  No box Worn once,25000,18500,Buyer,Men,Shoes,Athletic,https://u-mercari-images.mercdn.net/photos/m62025907659_1.jpg?1667769341,https://u-mercari-images.mercdn.net/photos/m62025907659_1.jpg?1667769341&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m62025907659_2.jpg?1667769341000,https://u-mercari-images.mercdn.net/photos/m62025907659_2.jpg?1667769341000&w=200&h=200&fitcrop&sharpen,Nike,12 (45),Like new,Athletic Shoes for Men,397
m14823996636,A TREASURY OF WITCHCRAFT BY HARRY E WEDECK,trading,Copyright 1970 first paperback edition very detailed with illustrations.. there is slight wear on the outside of the book some yellowing otherwise in good condition.. FREE SHIPPING MEDIA MAIL,2500,1900,Seller,Books,Reference Books,Educational & Instructional Books,https://u-mercari-images.mercdn.net/photos/m14823996636_1.jpg?1668517587,https://u-mercari-images.mercdn.net/photos/m14823996636_1.jpg?1668517587&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m14823996636_2.jpg?1668517587000,https://u-mercari-images.mercdn.net/photos/m14823996636_2.jpg?1668517587000&w=200&h=200&fitcrop&sharpen,,,Good,Education & Teaching Books,1489
m70212283214,UNDER ARMOUR ATHLETE RECOVERY BEDDING KING SHEET SET ZINC GRAY 1352889-513  NEW,trading,UNDER ARMOUR ATHLETE RECOVERY BEDDING KING SHEET SET ZINC GRAY 1352889-513  NEW in BOX 001,12000,12000,Buyer,Home,Bedding,Bed Sheets,https://u-mercari-images.mercdn.net/photos/m70212283214_1.jpg?1637334622,https://u-mercari-images.mercdn.net/photos/m70212283214_1.jpg?1637334622&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m70212283214_2.jpg?1637334622000,https://u-mercari-images.mercdn.net/photos/m70212283214_2.jpg?1637334622000&w=200&h=200&fitcrop&sharpen,Under Armour,,New,Bed Sheets,2081
m59845767974,Squishmallow,trading,5” Archie the Axolotl Squishmallow Has no tag In good condition  Comes from smoke free home,1500,1300,Seller,Toys & Collectibles,Stuffed Animals & Plush,Stuffed Animals,https://u-mercari-images.mercdn.net/photos/m59845767974_1.jpg?1668427189,https://u-mercari-images.mercdn.net/photos/m59845767974_1.jpg?1668427189&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m59845767974_2.jpg?1668427189000,https://u-mercari-images.mercdn.net/photos/m59845767974_2.jpg?1668427189000&w=200&h=200&fitcrop&sharpen,Squishmallows,,New,Stuffed Animals,1713
m42352334176,UNDER ARMOUR Athlete Recovery Bedding KING Sheet Set Elemental Gray 1352889 094,trading,UNDER ARMOUR Athlete Recovery Bedding KING Sheet Set Elemental Gray 1352889 094  NEW IN BOX. 002,12000,12000,Buyer,Home,Bedding,Bed Sheets,https://u-mercari-images.mercdn.net/photos/m42352334176_1.jpg?1637334922,https://u-mercari-images.mercdn.net/photos/m42352334176_1.jpg?1637334922&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m42352334176_2.jpg?1637334922000,https://u-mercari-images.mercdn.net/photos/m42352334176_2.jpg?1637334922000&w=200&h=200&fitcrop&sharpen,Under Armour,,New,Bed Sheets,2081
m29860955066,Custom Bundle for Kylee’s Closet,trading,"This is a custom listing for user Kylee’s Closet   This listing contains handmade wax melts from new, never burned or previously melted Bath and Body Works candles.   Listing includes:  4 Clamshells: After Dark (X2) Winter Spiced Gingerbread   1 Assorted Shapes: Japanese Cherry Blossom  25% discount for being a repeat buyer.   The melts pictured will be the ones you receive.   There may be imperfections, including slight discoloration, smudges, tiny air bubbles, or cracks (clamshells only). This does not affect the scent, just not visually appealing.   Thank you so much! I greatly appreciate you!",1300,1300,Buyer,Home,Home decor,Wax Melts,https://u-mercari-images.mercdn.net/photos/m29860955066_1.jpg?1668960607,https://u-mercari-images.mercdn.net/photos/m29860955066_1.jpg?1668960607&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m29860955066_2.jpg?1668960607000,https://u-mercari-images.mercdn.net/photos/m29860955066_2.jpg?1668960607000&w=200&h=200&fitcrop&sharpen,Handmade,,Like new,Wax Melts,2097
m11429209394,Custom bundle for David Bonner!,trading,X4 Winnie the Pooh dinner plates X4 Winnie the Pooh salad/appetizer plates X4 Winnie the Pooh bowls X4 Winnie the Pooh pasta bowls X1 Mickey and friends stackable mug set,13500,13500,Buyer,Home,Kitchen Dinnerware,Dinner Plates,https://u-mercari-images.mercdn.net/photos/m11429209394_1.jpg?1668960115,https://u-mercari-images.mercdn.net/photos/m11429209394_1.jpg?1668960115&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m11429209394_2.jpg?1668960115000,https://u-mercari-images.mercdn.net/photos/m11429209394_2.jpg?1668960115000&w=200&h=200&fitcrop&sharpen,Disney,,Like new,Dinner Plates,2379
m44261997842,Tempest 2000 for Atari Jaguar,trading,Rare Tempest 2000 for the Atari Jaguar  Please note that this item is in USED condition and is not NWT so it shows various amounts of wear throughout.,7500,5500,Buyer,Electronics,Video games & consoles,Games,https://u-mercari-images.mercdn.net/photos/m44261997842_1.jpg?1668958038,https://u-mercari-images.mercdn.net/photos/m44261997842_1.jpg?1668958038&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m44261997842_2.jpg?1668958038000,https://u-mercari-images.mercdn.net/photos/m44261997842_2.jpg?1668958038000&w=200&h=200&fitcrop&sharpen,Atari,,Good,Games,796
m34310193553,LE LABO ANOTHER 13 EDP 10ml TRAVEL SPRAY,trading,brand new 10ml travel spray  no box,6900,6900,Seller,Beauty,Fragrance,Women,https://u-mercari-images.mercdn.net/photos/m34310193553_1.jpg?1666554648,https://u-mercari-images.mercdn.net/photos/m34310193553_1.jpg?1666554648&w=200&h=200&fitcrop&sharpen,,,Le Labo,,New,Fragrances for Women,826
m33412170390,1 Shonen Jump manga 2007 #10,trading,"ONLY NUMBER 10 available  Shonen Jump magazine Volume 5 Issues 10 (11 & 12 sold) Oct 2007 available Number 58    Clean pages, seem unread. Like new.  Covers in very good condition.   I’ll cover shipping. Same day or next morning! Media Mail 7-10 days usually.   Smoke free home.   Naruto Ninja Yu-Gi-Oh! Gin Tama Bleach Anime  Dragon Drive Manga Shaman King Dragon Drive  Hikaru No Go Yuyu Hakusho Brain Benders",2500,900,Seller,Books,Fiction Books,Comics,https://u-mercari-images.mercdn.net/photos/m33412170390_1.jpg?1653963961,https://u-mercari-images.mercdn.net/photos/m33412170390_1.jpg?1653963961&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m33412170390_2.jpg?1653963961000,https://u-mercari-images.mercdn.net/photos/m33412170390_2.jpg?1653963961000&w=200&h=200&fitcrop&sharpen,Manga,,Good,Vintage Comics Books,1010
m92014945186,Ugg boots,trading,Ugh clog boots Size 7,3000,2100,Buyer,Women,Shoes,Boots,https://u-mercari-images.mercdn.net/photos/m92014945186_1.jpg?1668518938,https://u-mercari-images.mercdn.net/photos/m92014945186_1.jpg?1668518938&w=200&h=200&fitcrop&sharpen,,,UGG Australia,7 (37.5),Good,Boots,284
m78101027039,Bake stuff and Watch Christmas moives,trading,"Gingerbread baking sign Measures 3” 1/2 x 5” 1/2 Please see my other listings   Gingerbread trees,Farmhouse,vintage, rustic, distressed, , wood sign, Christmas, winter, candy bar decor, Rae Dunn, Rae Dunn birdhouse, Rae Dunn mugs, Rae Dunn canisters, Rae Dunn measuring cups, jingle bells, hohoho, believe, magic, wish,  candy, seasonal, table decor, shelf decor, tabletop decor, home decor, tiered tray decor, Rae Dunn displays, coffee bar, Christmas displays, hot cocoa, spooky, trick or treat, Halloween, magnolia, Merry Christmas, Santa Claus,gingerbread man, gingerbread house,peppermint,Merry & Bright Christmas village,Santa,Santa’s helper,Santa mail,gingerbread trees,peppermint trees",1200,1000,Buyer,Home,Seasonal decor,Christmas,https://u-mercari-images.mercdn.net/photos/m78101027039_1.jpg?1667851776,https://u-mercari-images.mercdn.net/photos/m78101027039_1.jpg?1667851776&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m78101027039_2.jpg?1667851776000,https://u-mercari-images.mercdn.net/photos/m78101027039_2.jpg?1667851776000&w=200&h=200&fitcrop&sharpen,,,New,Christmas Seasonal Decor,646
m69515630788,Starbucks Jewel Holiday Tumbler Venti 24 oz tumbler,trading,Brand new - venti 24 oz tumbler Starbucks 2022 Holiday  (1) 24 oz Iridescent Unicorn venti jeweled tumble!   **Will ship quickly & with care. Item will be bubble wrapped in a box.**,4100,3500,Buyer,Home,Kitchen Drinkware,Tumblers,https://u-mercari-images.mercdn.net/photos/m69515630788_1.jpg?1668799817,https://u-mercari-images.mercdn.net/photos/m69515630788_1.jpg?1668799817&w=200&h=200&fitcrop&sharpen,,,Starbucks,,New,Tumblers,2390
m69806843534,Skims Bodysuit,trading,"ESSENTIAL LONG SLEEVE SCOOP NECK BODYSUIT  COLOR: DESERT SIZE: S/M NEVER WORN Comfortable Fit, smoothing",5100,4600,Buyer,Women,Tops & blouses,Bodysuits,https://u-mercari-images.mercdn.net/photos/m69806843534_1.jpg?1668937236,https://u-mercari-images.mercdn.net/photos/m69806843534_1.jpg?1668937236&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m69806843534_2.jpg?1668937236000,https://u-mercari-images.mercdn.net/photos/m69806843534_2.jpg?1668937236000&w=200&h=200&fitcrop&sharpen,Kim Kardashian,S (4-6),Like new,Bodysuits,1955
m85961242478,Vintage Toy Tonka Truck Transport Car Carrier Hauler 60s 70s Pressed Steel,trading,Vintage Toy Tonka Truck Transport Car Carrier Hauler 60s 70s Pressed Steel,9000,7000,Buyer,Toys & Collectibles,Vintage & Antique Toys,Cars,https://u-mercari-images.mercdn.net/photos/m85961242478_1.jpg?1668894770,https://u-mercari-images.mercdn.net/photos/m85961242478_1.jpg?1668894770&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m85961242478_2.jpg?1668894770000,https://u-mercari-images.mercdn.net/photos/m85961242478_2.jpg?1668894770000&w=200&h=200&fitcrop&sharpen,Tonka,,Good,Vintage & Antique Toy Cars,1796
m56879219028,Bright Starts Giggling Gourmet Rise 'n Dine Busy Café,trading,"Giggling Gourmet Rise 'n Dine Busy Café Learn about colors with the light-up blender and color-changing beads – it’s up to the little one which colored fruit smoothie it will be Pop some bread in the oven to toast- press the bread down and when it’s done, it pops back out again – never ending toasting fun for the young ones Your kids will be delighted with the silly sounds and clicking noises when they slide the switch back and forth With over 30+ sounds, melodies and phrases, your child will be giggling happily while making “breakfast” Suitable for children 6 months to 36 months Super cutej",1800,1800,Buyer,Toys & Collectibles,Baby & Toddler Toys,Baby Learning Toys,https://u-mercari-images.mercdn.net/photos/m56879219028_1.jpg?1668270918,https://u-mercari-images.mercdn.net/photos/m56879219028_1.jpg?1668270918&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m56879219028_2.jpg?1668270918000,https://u-mercari-images.mercdn.net/photos/m56879219028_2.jpg?1668270918000&w=200&h=200&fitcrop&sharpen,Bright Starts,,Good,Baby Learning Toys,1736
